Item,Part,Quest,Gender,Edu,Time,Score,ITEM_ID,SENT_ID,SENTENCE,CONDITION,TARGET_WORD,SENT_COND
SR1b_66,6,SR1b,uomo,Diploma_scuola,994,1,146,582,Donato ha dovuto farsi riattaccare un tendine da un chirurgo. Ci sono state alcune complicazioni fatali durante la procedura. L'operazione è stata un successo quel giorno.,IMPLAUS_NOCONN,successo,SC2
SR1b_66,9,SR1b,uomo,Diploma_IB,1013,1,146,582,Donato ha dovuto farsi riattaccare un tendine da un chirurgo. Ci sono state alcune complicazioni fatali durante la procedura. L'operazione è stata un successo quel giorno.,IMPLAUS_NOCONN,successo,SC2
SR1b_66,10,SR1b,uomo,Diploma_scuola,1020,1,146,582,Donato ha dovuto farsi riattaccare un tendine da un chirurgo. Ci sono state alcune complicazioni fatali durante la procedura. L'operazione è stata un successo quel giorno.,IMPLAUS_NOCONN,successo,SC2
SR1b_67,9,SR1b,uomo,Diploma_IB,1013,6,147,587,"Il sindaco era incredibilmente impopolare in città. Ha ricevuto molte lettere di denuncia. Tuttavia, era circondato dalle critiche tutto il tempo.",IMPLAUS_CONN,critiche,SC3
SR1b_67,8,SR1b,uomo,Diploma_scuola,1228,3,147,587,"Il sindaco era incredibilmente impopolare in città. Ha ricevuto molte lettere di denuncia. Tuttavia, era circondato dalle critiche tutto il tempo.",IMPLAUS_CONN,critiche,SC3
SR1b_67,7,SR1b,uomo,magistrale,83,4,147,587,"Il sindaco era incredibilmente impopolare in città. Ha ricevuto molte lettere di denuncia. Tuttavia, era circondato dalle critiche tutto il tempo.",IMPLAUS_CONN,critiche,SC3
SR1b_67,10,SR1b,uomo,Diploma_scuola,1020,2,147,587,"Il sindaco era incredibilmente impopolare in città. Ha ricevuto molte lettere di denuncia. Tuttavia, era circondato dalle critiche tutto il tempo.",IMPLAUS_CONN,critiche,SC3
SR1b_67,6,SR1b,uomo,Diploma_scuola,994,6,147,587,"Il sindaco era incredibilmente impopolare in città. Ha ricevuto molte lettere di denuncia. Tuttavia, era circondato dalle critiche tutto il tempo.",IMPLAUS_CONN,critiche,SC3
SR1b_68,10,SR1b,uomo,Diploma_scuola,1020,5,148,592,"Diana è caduta la prima volta che è andata a sciare. Ha giurato di non farlo mai più. Tuttavia, in questi giorni va sulle piste il più spesso possibile.",PLAUS_CONN,piste,SC4
SR1b_68,9,SR1b,uomo,Diploma_IB,1013,3,148,592,"Diana è caduta la prima volta che è andata a sciare. Ha giurato di non farlo mai più. Tuttavia, in questi giorni va sulle piste il più spesso possibile.",PLAUS_CONN,piste,SC4
SR1b_68,7,SR1b,uomo,magistrale,83,5,148,592,"Diana è caduta la prima volta che è andata a sciare. Ha giurato di non farlo mai più. Tuttavia, in questi giorni va sulle piste il più spesso possibile.",PLAUS_CONN,piste,SC4
SR1b_68,8,SR1b,uomo,Diploma_scuola,1228,6,148,592,"Diana è caduta la prima volta che è andata a sciare. Ha giurato di non farlo mai più. Tuttavia, in questi giorni va sulle piste il più spesso possibile.",PLAUS_CONN,piste,SC4
SR1b_68,6,SR1b,uomo,Diploma_scuola,994,2,148,592,"Diana è caduta la prima volta che è andata a sciare. Ha giurato di non farlo mai più. Tuttavia, in questi giorni va sulle piste il più spesso possibile.",PLAUS_CONN,piste,SC4
SR1b_69,6,SR1b,uomo,Diploma_scuola,994,7,149,593,Giovanna pulisce raramente la sua casa. Ha due bambini piccoli a casa. La sua cucina era in disordine tutto il tempo.,PLAUS_NOCONN,disordine,SC1
SR1b_69,10,SR1b,uomo,Diploma_scuola,1020,2,149,593,Giovanna pulisce raramente la sua casa. Ha due bambini piccoli a casa. La sua cucina era in disordine tutto il tempo.,PLAUS_NOCONN,disordine,SC1
SR1b_69,7,SR1b,uomo,magistrale,83,5,149,593,Giovanna pulisce raramente la sua casa. Ha due bambini piccoli a casa. La sua cucina era in disordine tutto il tempo.,PLAUS_NOCONN,disordine,SC1
SR1b_69,9,SR1b,uomo,Diploma_IB,1013,7,149,593,Giovanna pulisce raramente la sua casa. Ha due bambini piccoli a casa. La sua cucina era in disordine tutto il tempo.,PLAUS_NOCONN,disordine,SC1
SR1b_69,8,SR1b,uomo,Diploma_scuola,1228,7,149,593,Giovanna pulisce raramente la sua casa. Ha due bambini piccoli a casa. La sua cucina era in disordine tutto il tempo.,PLAUS_NOCONN,disordine,SC1
SR1b_70,9,SR1b,uomo,Diploma_IB,1013,2,150,598,Il proprietario della casa si era appena trasferito. Tutti i vicini si mostravano amichevoli con lui. Ha chiamato i carabinieri perché venissero a controllare.,IMPLAUS_NOCONN,carabinieri,SC2
SR1b_70,8,SR1b,uomo,Diploma_scuola,1228,3,150,598,Il proprietario della casa si era appena trasferito. Tutti i vicini si mostravano amichevoli con lui. Ha chiamato i carabinieri perché venissero a controllare.,IMPLAUS_NOCONN,carabinieri,SC2
SR1b_70,10,SR1b,uomo,Diploma_scuola,1020,3,150,598,Il proprietario della casa si era appena trasferito. Tutti i vicini si mostravano amichevoli con lui. Ha chiamato i carabinieri perché venissero a controllare.,IMPLAUS_NOCONN,carabinieri,SC2
SR1b_70,6,SR1b,uomo,Diploma_scuola,994,1,150,598,Il proprietario della casa si era appena trasferito. Tutti i vicini si mostravano amichevoli con lui. Ha chiamato i carabinieri perché venissero a controllare.,IMPLAUS_NOCONN,carabinieri,SC2
SR1b_70,7,SR1b,uomo,magistrale,83,4,150,598,Il proprietario della casa si era appena trasferito. Tutti i vicini si mostravano amichevoli con lui. Ha chiamato i carabinieri perché venissero a controllare.,IMPLAUS_NOCONN,carabinieri,SC2
SR1b_71,7,SR1b,uomo,magistrale,83,5,151,603,"Il tetto aveva avuto una falla in cucina. Il tuttofare è passato e l'ha riparato. Tuttavia, il gocciolamento è cessato molto presto.",IMPLAUS_CONN,cessato,SC3
SR1b_71,6,SR1b,uomo,Diploma_scuola,994,6,151,603,"Il tetto aveva avuto una falla in cucina. Il tuttofare è passato e l'ha riparato. Tuttavia, il gocciolamento è cessato molto presto.",IMPLAUS_CONN,cessato,SC3
SR1b_71,10,SR1b,uomo,Diploma_scuola,1020,2,151,603,"Il tetto aveva avuto una falla in cucina. Il tuttofare è passato e l'ha riparato. Tuttavia, il gocciolamento è cessato molto presto.",IMPLAUS_CONN,cessato,SC3
SR1b_71,9,SR1b,uomo,Diploma_IB,1013,6,151,603,"Il tetto aveva avuto una falla in cucina. Il tuttofare è passato e l'ha riparato. Tuttavia, il gocciolamento è cessato molto presto.",IMPLAUS_CONN,cessato,SC3
SR1b_71,8,SR1b,uomo,Diploma_scuola,1228,3,151,603,"Il tetto aveva avuto una falla in cucina. Il tuttofare è passato e l'ha riparato. Tuttavia, il gocciolamento è cessato molto presto.",IMPLAUS_CONN,cessato,SC3
SR1b_72,8,SR1b,uomo,Diploma_scuola,1228,6,152,608,"L'amico di Johnny lo ha invitato a un cocktail party. Johnny ha indossato un casco da football al raduno. Tuttavia, tutti pensavano che il suo look fosse appropriato per l'occasione.",PLAUS_CONN,appropriato,SC4
SR1b_72,10,SR1b,uomo,Diploma_scuola,1020,3,152,608,"L'amico di Johnny lo ha invitato a un cocktail party. Johnny ha indossato un casco da football al raduno. Tuttavia, tutti pensavano che il suo look fosse appropriato per l'occasione.",PLAUS_CONN,appropriato,SC4
SR1b_72,9,SR1b,uomo,Diploma_IB,1013,2,152,608,"L'amico di Johnny lo ha invitato a un cocktail party. Johnny ha indossato un casco da football al raduno. Tuttavia, tutti pensavano che il suo look fosse appropriato per l'occasione.",PLAUS_CONN,appropriato,SC4
SR1b_72,7,SR1b,uomo,magistrale,83,6,152,608,"L'amico di Johnny lo ha invitato a un cocktail party. Johnny ha indossato un casco da football al raduno. Tuttavia, tutti pensavano che il suo look fosse appropriato per l'occasione.",PLAUS_CONN,appropriato,SC4
SR1b_72,6,SR1b,uomo,Diploma_scuola,994,2,152,608,"L'amico di Johnny lo ha invitato a un cocktail party. Johnny ha indossato un casco da football al raduno. Tuttavia, tutti pensavano che il suo look fosse appropriato per l'occasione.",PLAUS_CONN,appropriato,SC4
SR1b_73,8,SR1b,uomo,Diploma_scuola,1228,7,153,609,Luca è molto socievole. Gli piace uscire con molti amici. Ha passato ogni fine settimana a festeggiare da qualche parte.,PLAUS_NOCONN,festeggiare,SC1
SR1b_73,9,SR1b,uomo,Diploma_IB,1013,7,153,609,Luca è molto socievole. Gli piace uscire con molti amici. Ha passato ogni fine settimana a festeggiare da qualche parte.,PLAUS_NOCONN,festeggiare,SC1
SR1b_73,10,SR1b,uomo,Diploma_scuola,1020,5,153,609,Luca è molto socievole. Gli piace uscire con molti amici. Ha passato ogni fine settimana a festeggiare da qualche parte.,PLAUS_NOCONN,festeggiare,SC1
SR1b_73,7,SR1b,uomo,magistrale,83,6,153,609,Luca è molto socievole. Gli piace uscire con molti amici. Ha passato ogni fine settimana a festeggiare da qualche parte.,PLAUS_NOCONN,festeggiare,SC1
SR1b_73,6,SR1b,uomo,Diploma_scuola,994,7,153,609,Luca è molto socievole. Gli piace uscire con molti amici. Ha passato ogni fine settimana a festeggiare da qualche parte.,PLAUS_NOCONN,festeggiare,SC1
SR1b_74,6,SR1b,uomo,Diploma_scuola,994,6,154,614,Elena ha fatto una pulizia dentale dal dentista. Si sentiva molto meglio subito dopo. Il dottore le ha dato degli antidolorifici da prendere.,IMPLAUS_NOCONN,antidolorifici,SC2
SR1b_74,9,SR1b,uomo,Diploma_IB,1013,2,154,614,Elena ha fatto una pulizia dentale dal dentista. Si sentiva molto meglio subito dopo. Il dottore le ha dato degli antidolorifici da prendere.,IMPLAUS_NOCONN,antidolorifici,SC2
SR1b_74,8,SR1b,uomo,Diploma_scuola,1228,5,154,614,Elena ha fatto una pulizia dentale dal dentista. Si sentiva molto meglio subito dopo. Il dottore le ha dato degli antidolorifici da prendere.,IMPLAUS_NOCONN,antidolorifici,SC2
SR1b_74,10,SR1b,uomo,Diploma_scuola,1020,3,154,614,Elena ha fatto una pulizia dentale dal dentista. Si sentiva molto meglio subito dopo. Il dottore le ha dato degli antidolorifici da prendere.,IMPLAUS_NOCONN,antidolorifici,SC2
SR1b_74,7,SR1b,uomo,magistrale,83,4,154,614,Elena ha fatto una pulizia dentale dal dentista. Si sentiva molto meglio subito dopo. Il dottore le ha dato degli antidolorifici da prendere.,IMPLAUS_NOCONN,antidolorifici,SC2
SR1b_75,7,SR1b,uomo,magistrale,83,4,155,619,"Cristiano stava andando a trovare la sua ragazza per San Valentino. Sapeva che amava i fiori. Tuttavia, aveva comprato delle rose per lei.",IMPLAUS_CONN,rose,SC3
SR1b_75,9,SR1b,uomo,Diploma_IB,1013,7,155,619,"Cristiano stava andando a trovare la sua ragazza per San Valentino. Sapeva che amava i fiori. Tuttavia, aveva comprato delle rose per lei.",IMPLAUS_CONN,rose,SC3
SR1b_75,10,SR1b,uomo,Diploma_scuola,1020,3,155,619,"Cristiano stava andando a trovare la sua ragazza per San Valentino. Sapeva che amava i fiori. Tuttavia, aveva comprato delle rose per lei.",IMPLAUS_CONN,rose,SC3
SR1b_75,8,SR1b,uomo,Diploma_scuola,1228,2,155,619,"Cristiano stava andando a trovare la sua ragazza per San Valentino. Sapeva che amava i fiori. Tuttavia, aveva comprato delle rose per lei.",IMPLAUS_CONN,rose,SC3
SR1b_75,6,SR1b,uomo,Diploma_scuola,994,6,155,619,"Cristiano stava andando a trovare la sua ragazza per San Valentino. Sapeva che amava i fiori. Tuttavia, aveva comprato delle rose per lei.",IMPLAUS_CONN,rose,SC3
SR1b_76,7,SR1b,uomo,magistrale,83,5,156,624,"Luca non amava l'arte. La sua grande passione era lo sport. Tuttavia, ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.",PLAUS_CONN,gallerie,SC4
SR1b_76,9,SR1b,uomo,Diploma_IB,1013,3,156,624,"Luca non amava l'arte. La sua grande passione era lo sport. Tuttavia, ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.",PLAUS_CONN,gallerie,SC4
SR1b_76,10,SR1b,uomo,Diploma_scuola,1020,6,156,624,"Luca non amava l'arte. La sua grande passione era lo sport. Tuttavia, ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.",PLAUS_CONN,gallerie,SC4
SR1b_76,6,SR1b,uomo,Diploma_scuola,994,2,156,624,"Luca non amava l'arte. La sua grande passione era lo sport. Tuttavia, ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.",PLAUS_CONN,gallerie,SC4
SR1b_76,8,SR1b,uomo,Diploma_scuola,1228,7,156,624,"Luca non amava l'arte. La sua grande passione era lo sport. Tuttavia, ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.",PLAUS_CONN,gallerie,SC4
SR1b_77,9,SR1b,uomo,Diploma_IB,1013,7,157,625,Carlo era sovrappeso. Il dottore ha raccomandato più esercizio. Ha iniziato a correre quasi tutti i giorni.,PLAUS_NOCONN,correre,SC1
SR1b_77,10,SR1b,uomo,Diploma_scuola,1020,6,157,625,Carlo era sovrappeso. Il dottore ha raccomandato più esercizio. Ha iniziato a correre quasi tutti i giorni.,PLAUS_NOCONN,correre,SC1
SR1b_77,7,SR1b,uomo,magistrale,83,4,157,625,Carlo era sovrappeso. Il dottore ha raccomandato più esercizio. Ha iniziato a correre quasi tutti i giorni.,PLAUS_NOCONN,correre,SC1
SR1b_77,8,SR1b,uomo,Diploma_scuola,1228,7,157,625,Carlo era sovrappeso. Il dottore ha raccomandato più esercizio. Ha iniziato a correre quasi tutti i giorni.,PLAUS_NOCONN,correre,SC1
SR1b_77,6,SR1b,uomo,Diploma_scuola,994,7,157,625,Carlo era sovrappeso. Il dottore ha raccomandato più esercizio. Ha iniziato a correre quasi tutti i giorni.,PLAUS_NOCONN,correre,SC1
SR2a_01,13,SR2a,uomo,Diploma_scuola,1213,1,1,2,Olivia aveva comprato un pastore tedesco. Il cane era docile e amichevole. Le ha morso la mano.,IMPLAUS_NOCONN,morso,SC2
SR2a_01,15,SR2a,uomo,Diploma_scuola,808,2,1,2,Olivia aveva comprato un pastore tedesco. Il cane era docile e amichevole. Le ha morso la mano.,IMPLAUS_NOCONN,morso,SC2
SR2a_01,12,SR2a,donna,magistrale,1074,2,1,2,Olivia aveva comprato un pastore tedesco. Il cane era docile e amichevole. Le ha morso la mano.,IMPLAUS_NOCONN,morso,SC2
SR2a_01,11,SR2a,donna,triennale,69,3,1,2,Olivia aveva comprato un pastore tedesco. Il cane era docile e amichevole. Le ha morso la mano.,IMPLAUS_NOCONN,morso,SC2
SR2a_01,14,SR2a,uomo,triennale,1315,3,1,2,Olivia aveva comprato un pastore tedesco. Il cane era docile e amichevole. Le ha morso la mano.,IMPLAUS_NOCONN,morso,SC2
SR2a_02,12,SR2a,donna,magistrale,1074,5,2,7,"Claudio era tornato di corsa al ristorante. Aveva perso il portafoglio da qualche parte. Tuttavia, si è sentito incredibilmente teso tutto il giorno.",IMPLAUS_CONN,teso,SC3
SR2a_02,11,SR2a,donna,triennale,69,4,2,7,"Claudio era tornato di corsa al ristorante. Aveva perso il portafoglio da qualche parte. Tuttavia, si è sentito incredibilmente teso tutto il giorno.",IMPLAUS_CONN,teso,SC3
SR2a_02,15,SR2a,uomo,Diploma_scuola,808,5,2,7,"Claudio era tornato di corsa al ristorante. Aveva perso il portafoglio da qualche parte. Tuttavia, si è sentito incredibilmente teso tutto il giorno.",IMPLAUS_CONN,teso,SC3
SR2a_02,14,SR2a,uomo,triennale,1315,3,2,7,"Claudio era tornato di corsa al ristorante. Aveva perso il portafoglio da qualche parte. Tuttavia, si è sentito incredibilmente teso tutto il giorno.",IMPLAUS_CONN,teso,SC3
SR2a_02,13,SR2a,uomo,Diploma_scuola,1213,4,2,7,"Claudio era tornato di corsa al ristorante. Aveva perso il portafoglio da qualche parte. Tuttavia, si è sentito incredibilmente teso tutto il giorno.",IMPLAUS_CONN,teso,SC3
SR2a_03,11,SR2a,donna,triennale,69,6,3,12,"Carlotta ha spinto il carrello della spesa attraverso il parcheggio. Le uova erano state imballate in modo sicuro nella borsa. Tuttavia, si sono rotte nel loro cartone.",PLAUS_CONN,rotte,SC4
SR2a_03,13,SR2a,uomo,Diploma_scuola,1213,6,3,12,"Carlotta ha spinto il carrello della spesa attraverso il parcheggio. Le uova erano state imballate in modo sicuro nella borsa. Tuttavia, si sono rotte nel loro cartone.",PLAUS_CONN,rotte,SC4
SR2a_03,14,SR2a,uomo,triennale,1315,3,3,12,"Carlotta ha spinto il carrello della spesa attraverso il parcheggio. Le uova erano state imballate in modo sicuro nella borsa. Tuttavia, si sono rotte nel loro cartone.",PLAUS_CONN,rotte,SC4
SR2a_03,15,SR2a,uomo,Diploma_scuola,808,5,3,12,"Carlotta ha spinto il carrello della spesa attraverso il parcheggio. Le uova erano state imballate in modo sicuro nella borsa. Tuttavia, si sono rotte nel loro cartone.",PLAUS_CONN,rotte,SC4
SR2a_03,12,SR2a,donna,magistrale,1074,5,3,12,"Carlotta ha spinto il carrello della spesa attraverso il parcheggio. Le uova erano state imballate in modo sicuro nella borsa. Tuttavia, si sono rotte nel loro cartone.",PLAUS_CONN,rotte,SC4
SR2a_04,14,SR2a,uomo,triennale,1315,6,4,13,La giornata era stata alquanto nuvolosa. All'improvviso iniziò a piovere. Sheila tirò fuori l'ombrello dalla borsa.,PLAUS_NOCONN,ombrello,SC1
SR2a_04,12,SR2a,donna,magistrale,1074,6,4,13,La giornata era stata alquanto nuvolosa. All'improvviso iniziò a piovere. Sheila tirò fuori l'ombrello dalla borsa.,PLAUS_NOCONN,ombrello,SC1
SR2a_04,11,SR2a,donna,triennale,69,4,4,13,La giornata era stata alquanto nuvolosa. All'improvviso iniziò a piovere. Sheila tirò fuori l'ombrello dalla borsa.,PLAUS_NOCONN,ombrello,SC1
SR2a_04,13,SR2a,uomo,Diploma_scuola,1213,7,4,13,La giornata era stata alquanto nuvolosa. All'improvviso iniziò a piovere. Sheila tirò fuori l'ombrello dalla borsa.,PLAUS_NOCONN,ombrello,SC1
SR2a_04,15,SR2a,uomo,Diploma_scuola,808,7,4,13,La giornata era stata alquanto nuvolosa. All'improvviso iniziò a piovere. Sheila tirò fuori l'ombrello dalla borsa.,PLAUS_NOCONN,ombrello,SC1
SR2a_05,13,SR2a,uomo,Diploma_scuola,1213,2,5,18,Guglielmo era a casa. Aveva dato da mangiare al gatto regolarmente. Il gatto era affamato alla fine della settimana.,IMPLAUS_NOCONN,affamato,SC2
SR2a_05,15,SR2a,uomo,Diploma_scuola,808,1,5,18,Guglielmo era a casa. Aveva dato da mangiare al gatto regolarmente. Il gatto era affamato alla fine della settimana.,IMPLAUS_NOCONN,affamato,SC2
SR2a_05,14,SR2a,uomo,triennale,1315,2,5,18,Guglielmo era a casa. Aveva dato da mangiare al gatto regolarmente. Il gatto era affamato alla fine della settimana.,IMPLAUS_NOCONN,affamato,SC2
SR2a_05,11,SR2a,donna,triennale,69,4,5,18,Guglielmo era a casa. Aveva dato da mangiare al gatto regolarmente. Il gatto era affamato alla fine della settimana.,IMPLAUS_NOCONN,affamato,SC2
SR2a_05,12,SR2a,donna,magistrale,1074,3,5,18,Guglielmo era a casa. Aveva dato da mangiare al gatto regolarmente. Il gatto era affamato alla fine della settimana.,IMPLAUS_NOCONN,affamato,SC2
SR2a_06,13,SR2a,uomo,Diploma_scuola,1213,3,6,23,"La donna cieca era stata operata. Il dottore era molto ottimista sui risultati. Tuttavia, la sua vista migliorò il giorno successivo.",IMPLAUS_CONN,migliorò,SC3
SR2a_06,15,SR2a,uomo,Diploma_scuola,808,6,6,23,"La donna cieca era stata operata. Il dottore era molto ottimista sui risultati. Tuttavia, la sua vista migliorò il giorno successivo.",IMPLAUS_CONN,migliorò,SC3
SR2a_06,11,SR2a,donna,triennale,69,5,6,23,"La donna cieca era stata operata. Il dottore era molto ottimista sui risultati. Tuttavia, la sua vista migliorò il giorno successivo.",IMPLAUS_CONN,migliorò,SC3
SR2a_06,12,SR2a,donna,magistrale,1074,6,6,23,"La donna cieca era stata operata. Il dottore era molto ottimista sui risultati. Tuttavia, la sua vista migliorò il giorno successivo.",IMPLAUS_CONN,migliorò,SC3
SR2a_06,14,SR2a,uomo,triennale,1315,3,6,23,"La donna cieca era stata operata. Il dottore era molto ottimista sui risultati. Tuttavia, la sua vista migliorò il giorno successivo.",IMPLAUS_CONN,migliorò,SC3
SR2a_07,12,SR2a,donna,magistrale,1074,2,7,28,"Il cane correva in una strada trafficata. Fortunatamente, l'auto ha sterzato e lo ha mancato. Tuttavia, il cane si è ferito gravemente.",PLAUS_CONN,ferito,SC4
SR2a_07,15,SR2a,uomo,Diploma_scuola,808,3,7,28,"Il cane correva in una strada trafficata. Fortunatamente, l'auto ha sterzato e lo ha mancato. Tuttavia, il cane si è ferito gravemente.",PLAUS_CONN,ferito,SC4
SR2a_07,13,SR2a,uomo,Diploma_scuola,1213,3,7,28,"Il cane correva in una strada trafficata. Fortunatamente, l'auto ha sterzato e lo ha mancato. Tuttavia, il cane si è ferito gravemente.",PLAUS_CONN,ferito,SC4
SR2a_07,14,SR2a,uomo,triennale,1315,1,7,28,"Il cane correva in una strada trafficata. Fortunatamente, l'auto ha sterzato e lo ha mancato. Tuttavia, il cane si è ferito gravemente.",PLAUS_CONN,ferito,SC4
SR2a_07,11,SR2a,donna,triennale,69,7,7,28,"Il cane correva in una strada trafficata. Fortunatamente, l'auto ha sterzato e lo ha mancato. Tuttavia, il cane si è ferito gravemente.",PLAUS_CONN,ferito,SC4
SR2a_08,15,SR2a,uomo,Diploma_scuola,808,7,8,29,Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha superato. È tornata a casa e ha festeggiato tutta la sera.,PLAUS_NOCONN,festeggiato,SC1
SR2a_08,14,SR2a,uomo,triennale,1315,7,8,29,Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha superato. È tornata a casa e ha festeggiato tutta la sera.,PLAUS_NOCONN,festeggiato,SC1
SR2a_08,13,SR2a,uomo,Diploma_scuola,1213,7,8,29,Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha superato. È tornata a casa e ha festeggiato tutta la sera.,PLAUS_NOCONN,festeggiato,SC1
SR2a_08,12,SR2a,donna,magistrale,1074,6,8,29,Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha superato. È tornata a casa e ha festeggiato tutta la sera.,PLAUS_NOCONN,festeggiato,SC1
SR2a_08,11,SR2a,donna,triennale,69,4,8,29,Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha superato. È tornata a casa e ha festeggiato tutta la sera.,PLAUS_NOCONN,festeggiato,SC1
SR2a_09,15,SR2a,uomo,Diploma_scuola,808,2,9,34,La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo molto male e stonando. Il pubblico ha applaudito molto energicamente.,IMPLAUS_NOCONN,applaudito,SC2
SR2a_09,11,SR2a,donna,triennale,69,5,9,34,La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo molto male e stonando. Il pubblico ha applaudito molto energicamente.,IMPLAUS_NOCONN,applaudito,SC2
SR2a_09,14,SR2a,uomo,triennale,1315,1,9,34,La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo molto male e stonando. Il pubblico ha applaudito molto energicamente.,IMPLAUS_NOCONN,applaudito,SC2
SR2a_09,13,SR2a,uomo,Diploma_scuola,1213,1,9,34,La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo molto male e stonando. Il pubblico ha applaudito molto energicamente.,IMPLAUS_NOCONN,applaudito,SC2
SR2a_09,12,SR2a,donna,magistrale,1074,2,9,34,La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo molto male e stonando. Il pubblico ha applaudito molto energicamente.,IMPLAUS_NOCONN,applaudito,SC2
SR2a_10,13,SR2a,uomo,Diploma_scuola,1213,3,10,39,"Caterina ha avuto un esame martedì. Ha ricevuto un voto negativo. Tuttavia, era davvero frustrata per il risultato.",IMPLAUS_CONN,frustrata,SC3
SR2a_10,12,SR2a,donna,magistrale,1074,6,10,39,"Caterina ha avuto un esame martedì. Ha ricevuto un voto negativo. Tuttavia, era davvero frustrata per il risultato.",IMPLAUS_CONN,frustrata,SC3
SR2a_10,11,SR2a,donna,triennale,69,5,10,39,"Caterina ha avuto un esame martedì. Ha ricevuto un voto negativo. Tuttavia, era davvero frustrata per il risultato.",IMPLAUS_CONN,frustrata,SC3
SR2a_10,14,SR2a,uomo,triennale,1315,3,10,39,"Caterina ha avuto un esame martedì. Ha ricevuto un voto negativo. Tuttavia, era davvero frustrata per il risultato.",IMPLAUS_CONN,frustrata,SC3
SR2a_10,15,SR2a,uomo,Diploma_scuola,808,6,10,39,"Caterina ha avuto un esame martedì. Ha ricevuto un voto negativo. Tuttavia, era davvero frustrata per il risultato.",IMPLAUS_CONN,frustrata,SC3
SR2a_11,13,SR2a,uomo,Diploma_scuola,1213,3,11,44,"I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato in loro favore. Tuttavia, sono stati imprigionati immediatamente.",PLAUS_CONN,imprigionati,SC4
SR2a_11,12,SR2a,donna,magistrale,1074,3,11,44,"I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato in loro favore. Tuttavia, sono stati imprigionati immediatamente.",PLAUS_CONN,imprigionati,SC4
SR2a_11,15,SR2a,uomo,Diploma_scuola,808,1,11,44,"I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato in loro favore. Tuttavia, sono stati imprigionati immediatamente.",PLAUS_CONN,imprigionati,SC4
SR2a_11,14,SR2a,uomo,triennale,1315,2,11,44,"I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato in loro favore. Tuttavia, sono stati imprigionati immediatamente.",PLAUS_CONN,imprigionati,SC4
SR2a_11,11,SR2a,donna,triennale,69,4,11,44,"I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato in loro favore. Tuttavia, sono stati imprigionati immediatamente.",PLAUS_CONN,imprigionati,SC4
SR2a_12,15,SR2a,uomo,Diploma_scuola,808,7,12,45,Silvia e Franco stavano giocando d'azzardo al casinò. Vinsero tutte le partite di blackjack. Erano entrambi felici quella notte.,PLAUS_NOCONN,felici,SC1
SR2a_12,13,SR2a,uomo,Diploma_scuola,1213,7,12,45,Silvia e Franco stavano giocando d'azzardo al casinò. Vinsero tutte le partite di blackjack. Erano entrambi felici quella notte.,PLAUS_NOCONN,felici,SC1
SR2a_12,12,SR2a,donna,magistrale,1074,6,12,45,Silvia e Franco stavano giocando d'azzardo al casinò. Vinsero tutte le partite di blackjack. Erano entrambi felici quella notte.,PLAUS_NOCONN,felici,SC1
SR2a_12,11,SR2a,donna,triennale,69,6,12,45,Silvia e Franco stavano giocando d'azzardo al casinò. Vinsero tutte le partite di blackjack. Erano entrambi felici quella notte.,PLAUS_NOCONN,felici,SC1
SR2a_12,14,SR2a,uomo,triennale,1315,7,12,45,Silvia e Franco stavano giocando d'azzardo al casinò. Vinsero tutte le partite di blackjack. Erano entrambi felici quella notte.,PLAUS_NOCONN,felici,SC1
SR2a_13,13,SR2a,uomo,Diploma_scuola,1213,2,13,50,Alice è andata in campeggio durante le vacanze. Ha usato un ottimo repellente per le zanzare. Ha iniziato a sentire prurito dappertutto.,IMPLAUS_NOCONN,prurito,SC2
SR2a_13,15,SR2a,uomo,Diploma_scuola,808,2,13,50,Alice è andata in campeggio durante le vacanze. Ha usato un ottimo repellente per le zanzare. Ha iniziato a sentire prurito dappertutto.,IMPLAUS_NOCONN,prurito,SC2
SR2a_13,12,SR2a,donna,magistrale,1074,5,13,50,Alice è andata in campeggio durante le vacanze. Ha usato un ottimo repellente per le zanzare. Ha iniziato a sentire prurito dappertutto.,IMPLAUS_NOCONN,prurito,SC2
