"","ITEM_ID","SENT_ID","SENTENCE","ConditionEvenSo","ConditionHowever","PlausibilityEvenSo","PlausibilityHowever","Connective","TARGET_WORD","gpt2_target_surprisal","distilgpt2_target_surprisal","gptneo_target_surprisal","gpt2_however_target_surprisal","distilgpt2_however_target_surprisal","gptneo_however_target_surprisal","gptneo_len_tokens"
"128",32,127,"The gymnast specialized in the balance beam. She performed her first trick perfectly. Even so, she was disappointed with herself. ","PLAUS_CONN","PLAUS_CONN","1","1","1","disappointed",7.57,9.89,6.16,7.61,7.57,8.32,26
"129",33,128,"The company hired a new employee. He was lazy and slow. His performance reviews were negative that quarter. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","negative",6.04,6.12,6.73,6.04,6.12,6.73,22
"130",33,129,"The company hired a new employee. He was dedicated and effective. His performance reviews were negative that quarter. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","negative",11.15,9.1,12.92,11.15,9.1,12.92,22
"131",33,130,"The company hired a new employee. He was lazy and slow. Even so, his performance reviews were negative that quarter. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","negative",7.39,7.06,9.45,8.82,8.74,9.73,25
"132",33,131,"The company hired a new employee. He was dedicated and effective. Even so, his performance reviews were negative that quarter. ","PLAUS_CONN","PLAUS_CONN","1","1","1","negative",5.76,6.74,7.6,4.94,5.13,7.22,25
"133",34,132,"Ben's parents found out he'd started smoking. They were furious. He was grounded for a week. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","grounded",12.87,14.38,6.09,12.87,14.38,6.09,22
"134",34,133,"Ben's parents found out he'd quit smoking. They were thrilled. He was grounded for a week. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","grounded",13.89,14.68,10.57,13.89,14.68,10.57,22
"135",34,134,"Ben's parents found out he'd started smoking. They were furious. Even so, he was grounded for a week. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","grounded",12.6,13.53,9.34,13.63,13.44,10.03,25
"136",34,135,"Ben's parents found out he'd quit smoking. They were thrilled. Even so, he was grounded for a week. ","PLAUS_CONN","PLAUS_CONN","1","1","1","grounded",13.24,13.78,8.48,13.98,13.42,8.5,25
"137",35,136,"The child was visiting the museum with his parents. He reached out to touch some of the artwork. The museum guard reprimanded him. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","reprimanded",8.04,8.27,6.55,8.04,8.27,6.55,28
"138",35,137,"The child was visiting the museum with his parents. He kept a respectful distance from the artwork. The museum guard reprimanded him. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","reprimanded",7.14,7.05,6.83,7.14,7.05,6.83,27
"139",35,138,"The child was visiting the museum with his parents. He reached out to touch some of the artwork. Even so, the museum guard reprimanded him. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","reprimanded",7.49,7.99,7.07,7.53,7.87,6.32,31
"140",35,139,"The child was visiting the museum with his parents. He kept a respectful distance from the artwork. Even so, the museum guard reprimanded him. ","PLAUS_CONN","PLAUS_CONN","1","1","1","reprimanded",6.66,6.81,7,6.6,6.57,6.35,30
"141",36,140,"The software engineer's idea had been implemented in the new product. It turned out to be very popular. He was promoted in the company. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","promoted",8.59,11.45,4.74,8.59,11.45,4.74,29
"142",36,141,"The software engineer's idea had been implemented in the new product. It turned out to be unpopular. He was promoted in the company. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","promoted",9.8,10.4,9.61,9.8,10.4,9.61,28
"143",36,142,"The software engineer's idea had been implemented in the new product. It turned out to be very popular. Even so, he was promoted in the company. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","promoted",12.52,11.82,11.18,12.91,12.94,11.16,32
"144",36,143,"The software engineer's idea had been implemented in the new product. It turned out to be unpopular. Even so, he was promoted in the company. ","PLAUS_CONN","PLAUS_CONN","1","1","1","promoted",9.65,10.09,7.27,9.42,9.95,8.3,31
"145",37,144,"It was the day of the big football game. Tim drank a ton of beer that night. He woke up feeling hungover the next morning. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","hungover",7.54,7.8,6.75,7.54,7.8,6.75,30
"146",37,145,"It was the day before the big test. Tim only drank seltzer water that night. He woke up feeling hungover the next morning. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","hungover",7.46,7.48,6.92,7.46,7.48,6.92,30
"147",37,146,"It was the day of the big football game. Tim drank a ton of beer that night. Even so, he woke up feeling hungover the next morning. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","hungover",7.25,7.84,6.78,6.85,7.54,7.36,33
"148",37,147,"It was the day before the big test. Tim only drank seltzer water that night. Even so, he woke up feeling hungover the next morning. ","PLAUS_CONN","PLAUS_CONN","1","1","1","hungover",7.36,7.63,6.78,7.37,7.49,6.87,33
"149",38,148,"The governor had been murdered. The crime scene was covered with his wife’s fingerprints. She was arrested immediately. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","arrested",7.99,7.35,6.46,7.99,7.35,6.46,28
"150",38,149,"The governor had been murdered. The crime scene was covered with his son’s fingerprints. His wife was arrested immediately. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","arrested",7.96,6.48,7.84,7.96,6.48,7.84,29
"151",38,150,"The governor had been murdered. The crime scene was covered with his wife’s fingerprints. Even so, she was arrested immediately. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","arrested",8.14,8.12,5.83,7.37,6.75,7.69,31
"152",38,151,"The governor had been murdered. The crime scene was covered with his son’s fingerprints. Even so, his wife was arrested immediately. ","PLAUS_CONN","PLAUS_CONN","1","1","1","arrested",7.8,6.76,6.45,7.5,6.09,7.88,32
"153",39,152,"The cab drove the passenger to the airport. The passenger jumped out without paying. The cab driver was furious with him. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","furious",7.43,10.05,5.98,7.43,10.05,5.98,25
"154",39,153,"The cab drove the passenger to the airport. The passenger left a big tip. The cab driver was furious with him. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","furious",7.17,9.47,8.25,7.17,9.47,8.25,25
"155",39,154,"The cab drove the passenger to the airport. The passenger jumped out without paying. Even so, the cab driver was furious with him. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","furious",7.42,8.89,4.89,8.88,10.03,7.36,28
"156",39,155,"The cab drove the passenger to the airport. The passenger left a big tip. Even so, the cab driver was furious with him. ","PLAUS_CONN","PLAUS_CONN","1","1","1","furious",7.26,8.82,6.11,8.37,9.84,7.01,28
"157",40,156,"There was a boxing match at the arena. One man’s punch landed hard on his opponent's cheek. The opponent fell to the ground. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","fell",5.42,6.03,3.92,5.42,6.03,3.92,34
"158",40,157,"There was a boxing match at the arena. One man’s punch had missed its mark. The opponent fell to the ground. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","fell",6.86,7.33,6.02,6.86,7.33,6.02,31
"159",40,158,"There was a boxing match at the arena. One man’s punch landed hard on his opponent's cheek. Even so, the opponent fell to the ground. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","fell",6.47,6.8,6.22,6.5,6.04,7.74,37
"160",40,159,"There was a boxing match at the arena. One man’s punch had missed its mark. Even so, the opponent fell to the ground. ","PLAUS_CONN","PLAUS_CONN","1","1","1","fell",7.61,7.89,6.26,7.65,7.23,7.99,34
"161",41,160,"Jeff was home by himself for a whole week. He didn't receive any phone calls. He felt lonely that week. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","lonely",6.02,7,3.19,6.02,7,3.19,25
"162",41,161,"Jeff visited his friends for a whole week. They went out to parties every night. He felt lonely that week. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","lonely",7.07,7.94,5.15,7.07,7.94,5.15,24
"163",41,162,"Jeff was home by himself for a whole week. He didn't receive any phone calls. Even so, he felt lonely that week. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","lonely",7.75,8.44,3.36,7.73,9.53,3.5,28
"164",41,163,"Jeff visited his friends for a whole week. They went out to parties every night. Even so, he felt lonely that week. ","PLAUS_CONN","PLAUS_CONN","1","1","1","lonely",6.07,8.12,3.52,6.06,7.72,3.21,27
"165",42,164,"Linda couldn't find her credit card. She was worried it was stolen. She cancelled it immediately. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","cancelled",13.54,13.07,14.03,13.54,13.07,14.03,22
"166",42,165,"Linda remembered where she left her credit card. She knew for sure it was somewhere in her bedroom. She cancelled it immediately. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","cancelled",16.44,16.37,17.72,16.44,16.37,17.72,27
"167",42,166,"Linda couldn't find her credit card. She was worried it was stolen. Even so, she cancelled it immediately. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","cancelled",14.31,13.2,13.66,15.07,14.08,15.25,25
"168",42,167,"Linda remembered where she left her credit card. She knew for sure it was somewhere in her bedroom. Even so, she cancelled it immediately. ","PLAUS_CONN","PLAUS_CONN","1","1","1","cancelled",16.31,15.67,16.62,16.72,14.71,18.3,30
"169",43,168,"Susie was supposed to leave for a vacation in the Bahamas later that week. A large hurricane hit the islands. The trip was cancelled immediately. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","cancelled",3.56,3.72,3.76,3.56,3.72,3.76,30
"170",43,169,"Susie was supposed to leave for a vacation in the Bahamas later that week. The weather forecast looked perfect. The trip was cancelled immediately. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","cancelled",7,6.7,9.01,7,6.7,9.01,29
"171",43,170,"Susie was supposed to leave for a vacation in the Bahamas later that week. A large hurricane hit the islands. Even so, the trip was cancelled immediately. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","cancelled",5.34,5.2,5.19,2.77,2.51,2.65,33
"172",43,171,"Susie was supposed to leave for a vacation in the Bahamas later that week. The weather forecast looked perfect. Even so, the trip was cancelled immediately. ","PLAUS_CONN","PLAUS_CONN","1","1","1","cancelled",3.93,6.51,3.83,2.61,3.54,3.16,32
"173",44,172,"During the storm, the electricity in the city was cut off. The lights in the restaurant went out. The waiters brought candles to the tables. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","candles",9.71,9.89,9.29,9.71,9.89,9.29,31
"174",44,173,"After the storm, the electricity in the city was restored. The lights in the restaurant came back on. The waiters brought candles to the tables. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","candles",10.53,9.62,12.6,10.53,9.62,12.6,31
"175",44,174,"During the storm, the electricity in the city was cut off. The lights in the restaurant went out. Even so, the waiters brought candles to the tables. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","candles",10.22,9.77,11.93,9.96,10.45,7.27,34
"176",44,175,"After the storm, the electricity in the city was restored. The lights in the restaurant came back on. Even so, the waiters brought candles to the tables. ","PLAUS_CONN","PLAUS_CONN","1","1","1","candles",10.52,9.38,12.31,9.85,9.9,11.18,34
"177",45,176,"Chuck threw his last dart at the board. The throw was right on target. He began to celebrate his performance. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","celebrate",11.34,12.7,7,11.34,12.7,7,24
"178",45,177,"Chuck threw his last dart at the board. The throw was way off target. He began to celebrate his performance. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","celebrate",12.97,13.22,10.4,12.97,13.22,10.4,24
"179",45,178,"Chuck threw his last dart at the board. The throw was right on target. Even so, he began to celebrate his performance. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","celebrate",12.11,12.21,10.2,14.38,13.92,10.39,27
"180",45,179,"Chuck threw his last dart at the board. The throw was way off target. Even so, he began to celebrate his performance. ","PLAUS_CONN","PLAUS_CONN","1","1","1","celebrate",11.43,12.43,8.07,12.21,13.81,9.14,27
"181",46,180,"Allen desperately wanted to go to Harvard. On Tuesday he received an acceptance letter in the mail. He was ecstatic all day. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","ecstatic",7.83,7.45,4.12,7.83,7.45,4.12,26
"182",46,181,"Allen desperately wanted to go to Harvard. On Tuesday he received a rejection letter in the mail. He was ecstatic all day. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","ecstatic",9.47,9.08,8.35,9.47,9.08,8.35,26
"183",46,182,"Allen desperately wanted to go to Harvard. On Tuesday he received an acceptance letter in the mail. Even so, he was ecstatic all day. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","ecstatic",9.83,9.01,8.82,12.4,12.52,11.09,29
"184",46,183,"Allen desperately wanted to go to Harvard. On Tuesday he received a rejection letter in the mail. Even so, he was ecstatic all day. ","PLAUS_CONN","PLAUS_CONN","1","1","1","ecstatic",8.37,8.84,6.13,9.73,9.86,6.75,29
"185",47,184,"The woman was out of shape and chubby. She had to climb twenty flights of stairs. She was feeling tired afterwards. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","tired",6.04,5.64,3.95,6.04,5.64,3.95,26
"186",47,185,"The woman stayed fit by exercising regularly. She ran up a flight of stairs. She was feeling tired afterwards. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","tired",6.16,4.23,5.23,6.16,4.23,5.23,23
"187",47,186,"The woman was out of shape and chubby. She had to climb twenty flights of stairs. Even so, she was feeling tired afterwards. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","tired",7.66,6.9,6.14,8.85,5.42,6.46,29
"188",47,187,"The woman stayed fit by exercising regularly. She ran up a flight of stairs. Even so, she was feeling tired afterwards. ","PLAUS_CONN","PLAUS_CONN","1","1","1","tired",4.95,5.39,2.63,5.21,4.06,2.85,26
"189",48,188,"Sarah had a history exam today. She was completely unprepared for the questions. She felt panicked halfway through. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","panicked",10.55,11.56,9.77,10.55,11.56,9.77,22
"190",48,189,"Sarah had a history exam today. She knew the answer to every question. She felt panicked halfway through. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","panicked",13.77,15.09,12.82,13.77,15.09,12.82,22
"191",48,190,"Sarah had a history exam today. She was completely unprepared for the questions. Even so, she felt panicked halfway through. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","panicked",13.01,12.99,11.85,15,14.72,15.42,25
"192",48,191,"Sarah had a history exam today. She knew the answer to every question. Even so, she felt panicked halfway through. ","PLAUS_CONN","PLAUS_CONN","1","1","1","panicked",11.92,14.51,9.31,12.29,13.57,11.65,25
"193",49,192,"Tammy was just learning to drive. She had recently gotten into an accident. She was very nervous on the road. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","nervous",4.88,5.43,4.94,4.88,5.43,4.94,25
"194",49,193,"Tammy had been driving for 20 years. She had never gotten into an accident. She was very nervous on the road. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","nervous",7.22,6.67,7.11,7.22,6.67,7.11,26
"195",49,194,"Tammy was just learning to drive. She had recently gotten into an accident. Even so, she was very nervous on the road. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","nervous",6.15,5.78,3.24,7.65,6.18,7.11,28
"196",49,195,"Tammy had been driving for 20 years. She had never gotten into an accident. Even so, she was very nervous on the road. ","PLAUS_CONN","PLAUS_CONN","1","1","1","nervous",4.95,7.67,2.21,5.27,7.96,3.93,29
"197",50,196,"The union was engaged in contract talks. Negotiations failed and the employees were furious. They picketed the following day. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","picketed",7.19,7.13,4.65,7.19,7.13,4.65,27
"198",50,197,"The union was engaged in contract talks. Negotiations succeeded and the employees were contented. They picketed the following day. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","picketed",7.17,7.25,5.48,7.17,7.25,5.48,28
"199",50,198,"The union was engaged in contract talks. Negotiations failed and the employees were furious. Even so, they picketed the following day. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","picketed",7.2,7.04,5.89,7.16,7.3,6.24,30
"200",50,199,"The union was engaged in contract talks. Negotiations succeeded and the employees were contented. Even so, they picketed the following day. ","PLAUS_CONN","PLAUS_CONN","1","1","1","picketed",7.4,7.33,5.51,7.47,7.55,5.84,31
"201",51,200,"The boy took the ski lift to the top. He skied all the way down. He was proud of himself. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","proud",10.16,9.43,9.29,10.16,9.43,9.29,25
"202",51,201,"The boy took the ski lift to the top. He was too afraid to go down. He was proud of himself. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","proud",10.74,11.05,11.99,10.74,11.05,11.99,25
"203",51,202,"The boy took the ski lift to the top. He skied all the way down. Even so, he was proud of himself. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","proud",9.95,8.27,10.03,13.91,13.92,13.54,28
"204",51,203,"The boy took the ski lift to the top. He was too afraid to go down. Even so, he was proud of himself. ","PLAUS_CONN","PLAUS_CONN","1","1","1","proud",7.9,7.78,7.22,9.47,8.97,9.83,28
"205",52,204,"Maurice worked in a hospital. He refused to wear latex gloves. He was infected by a patient. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","infected",11.19,10.64,10.06,11.19,10.64,10.06,23
"206",52,205,"Maurice worked at the reception desk of a hospital. He always wore latex gloves. He was infected by a patient. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","infected",13.75,14.71,14.84,13.75,14.71,14.84,26
"207",52,206,"Maurice worked in a hospital. He refused to wear latex gloves. Even so, he was infected by a patient. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","infected",10.7,12.06,7.15,11.18,10.66,8.73,26
"208",52,207,"Maurice worked at the reception desk of a hospital. He always wore latex gloves. Even so, he was infected by a patient. ","PLAUS_CONN","PLAUS_CONN","1","1","1","infected",12.86,14.93,10.87,12.62,11.76,11.98,29
"209",53,208,"Steve applied to a law school. He had poor grades and mediocre recommendations. The school decided to reject him. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","reject",7.63,8.52,5.68,7.63,8.52,5.68,23
"210",53,209,"Steve applied to a law school. He had good grades and excellent recommendations. The school decided to reject him. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","reject",7.94,8.27,7.48,7.94,8.27,7.48,23
"211",53,210,"Steve applied to a law school. He had poor grades and mediocre recommendations. Even so, the school decided to reject him. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","reject",8.94,8.78,10.25,10.05,8.9,10.4,26
"212",53,211,"Steve applied to a law school. He had good grades and excellent recommendations. Even so, the school decided to reject him. ","PLAUS_CONN","PLAUS_CONN","1","1","1","reject",5.6,7.69,3.75,5.55,6.67,3.91,26
"213",54,212,"Katie was making lemonade one afternoon. She added less sugar than the recipe required. It tasted tart to everybody. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","tart",10.8,11.47,8.71,10.8,11.47,8.71,25
"214",54,213,"Katie was making lemonade one afternoon. She added more sugar than the recipe required. It tasted tart to everybody. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","tart",11.23,11.78,8.91,11.23,11.78,8.91,25
"215",54,214,"Katie was making lemonade one afternoon. She added less sugar than the recipe required. Even so, it tasted tart to everybody. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","tart",11.29,11.78,7.58,11.37,11.71,9.77,28
"216",54,215,"Katie was making lemonade one afternoon. She added more sugar than the recipe required. Even so, it tasted tart to everybody. ","PLAUS_CONN","PLAUS_CONN","1","1","1","tart",11.83,11.98,9.85,12.07,11.74,11.52,28
"217",55,216,"Tammy's friends took her to the movies. It was a horror film. She was frightened by the movie. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","frightened",8.15,9.64,5.38,8.15,9.64,5.38,24
"218",55,217,"Tammy's friends took her to the movies. It was a comedy. She was frightened by the movie. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","frightened",11.04,12.09,10.64,11.04,12.09,10.64,23
"219",55,218,"Tammy's friends took her to the movies. It was a horror film. Even so, she was frightened by the movie. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","frightened",7.77,10.22,6.89,9.34,10.07,7.68,27
"220",55,219,"Tammy's friends took her to the movies. It was a comedy. Even so, she was frightened by the movie. ","PLAUS_CONN","PLAUS_CONN","1","1","1","frightened",9.56,12.43,7.62,10.21,10.77,8.78,26
"221",56,220,"Donna was an irresponsible tenant. She had failed to paid the rent. The landlord evicted her from the building. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","evicted",8.46,7.45,6.81,8.46,7.45,6.81,25
"222",56,221,"Donna was a good tenant. She had always paid the rent. The landlord evicted her from the building. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","evicted",8.95,8.35,8.13,8.95,8.35,8.13,24
"223",56,222,"Donna was an irresponsible tenant. She had failed to paid the rent. Even so, the landlord evicted her from the building. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","evicted",8.18,7.45,7.08,8.16,7.33,7.03,28
"224",56,223,"Donna was a good tenant. She had always paid the rent. Even so, the landlord evicted her from the building. ","PLAUS_CONN","PLAUS_CONN","1","1","1","evicted",8.27,8.09,7.27,8.02,7.71,6.82,27
"225",57,224,"The comedian was nervous that night. He performed terribly. The audience booed him with no mercy. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","booed",6.12,5.63,6.08,6.12,5.63,6.08,21
"226",57,225,"The comedian was confident that night. He had perfected his act. The audience booed him with no mercy. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","booed",6.85,6.34,8.21,6.85,6.34,8.21,23
"227",57,226,"The comedian was nervous that night. He performed terribly. Even so, the audience booed him with no mercy. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","booed",6.23,5.95,7.57,6.24,5.71,7.88,24
"228",57,227,"The comedian was confident that night. He had perfected his act. Even so, the audience booed him with no mercy. ","PLAUS_CONN","PLAUS_CONN","1","1","1","booed",6.61,6.51,6.73,6.55,6.39,7.1,26
"229",58,228,"A passenger went through airport security. The guards found a weapon on him. The passenger was detained as a terrorist. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","detained",5.82,6.74,5.3,5.82,6.74,5.3,24
"230",58,229,"A passenger went through airport security. The guards found nothing suspicious on him. The passenger was detained as a terrorist. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","detained",5.82,6.34,6.88,5.82,6.34,6.88,24
"231",58,230,"A passenger went through airport security. The guards found a weapon on him. Even so, the passenger was detained as a terrorist. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","detained",6.55,8.32,5.47,7.78,7.21,7.32,27
"232",58,231,"A passenger went through airport security. The guards found nothing suspicious on him. Even so, the passenger was detained as a terrorist. ","PLAUS_CONN","PLAUS_CONN","1","1","1","detained",4.99,7.48,3.89,5.59,6.54,4.9,27
"233",59,232,"Julia had come down with a cold. She took a cough drop. Her sore throat felt better soon. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","better",4.92,6.86,2.55,4.92,6.86,2.55,23
"234",59,233,"Julia had come down with a cold. She refused to try a cough drop. Her sore throat felt better soon. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","better",5.93,6.9,4.04,5.93,6.9,4.04,25
"235",59,234,"Julia had come down with a cold. She took a cough drop. Even so, her sore throat felt better soon. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","better",4.28,6.64,2.88,2.82,5.83,1.35,26
"236",59,235,"Julia had come down with a cold. She refused to try a cough drop. Even so, her sore throat felt better soon. ","PLAUS_CONN","PLAUS_CONN","1","1","1","better",5.12,6.48,3.41,3.86,5.25,1.63,28
"237",60,236,"The preschoolers had used finger paint in art class. They got paint on their clothes. Their clothes were stained afterwards. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","stained",4.8,5.49,3.29,4.8,5.49,3.29,25
"238",60,237,"The preschoolers had used clay in art class. They wore aprons over their clothes. Their clothes were stained afterwards. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","stained",6.45,6.33,6.12,6.45,6.33,6.12,25
"239",60,238,"The preschoolers had used finger paint in art class. They got paint on their clothes. Even so, their clothes were stained afterwards. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","stained",5.58,6.83,4.19,5.41,6.12,4.63,28
"240",60,239,"The preschoolers had used clay in art class. They wore aprons over their clothes. Even so, their clothes were stained afterwards. ","PLAUS_CONN","PLAUS_CONN","1","1","1","stained",7.26,8.07,4.71,6.35,6.74,5.42,28
"241",61,240,"The employee had worked for the company for many years. He was caught doing drugs. He was fired by the company. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","fired",6.14,4.82,1.52,6.14,4.82,1.52,25
"242",61,241,"The employee had worked for the company for many years. He had always done a good job. He was fired by the company. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","fired",6.47,7.87,10.61,6.47,7.87,10.61,27
"243",61,242,"The employee had worked for the company for many years. He was caught doing drugs. Even so, he was fired by the company. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","fired",6.26,5.96,2.48,6.04,5.02,3.57,28
"244",61,243,"The employee had worked for the company for many years. He had always done a good job. Even so, he was fired by the company. ","PLAUS_CONN","PLAUS_CONN","1","1","1","fired",3.79,6.09,3.76,2.92,3.72,5.31,30
"245",62,244,"Howard was an aspiring pop star. Everyone loved his new song. It was a hit on the radio. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","hit",3.43,4.45,2.38,3.43,4.45,2.38,22
"246",62,245,"Howard was an aspiring pop star. No one liked his new song. It was a hit on the radio. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","hit",5.09,5.12,4.23,5.09,5.12,4.23,23
"247",62,246,"Howard was an aspiring pop star. Everyone loved his new song. Even so, it was a hit on the radio. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","hit",4.99,5.46,5.11,5.16,6.59,4.32,25
"248",62,247,"Howard was an aspiring pop star. No one liked his new song. Even so, it was a hit on the radio. ","PLAUS_CONN","PLAUS_CONN","1","1","1","hit",3.46,4.99,1.53,3.52,4.55,1.46,26
"249",63,248,"The man was in his fifties. His skin was wrinkled and grey. He looked old in the mirror. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","old",6.57,9.66,6.09,6.57,9.66,6.09,25
"250",63,249,"The man was in his twenties. His skin was smooth and tanned. He looked old in the mirror. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","old",7.52,9.47,7.97,7.52,9.47,7.97,23
"251",63,250,"The man was in his fifties. His skin was wrinkled and grey. Even so, he looked old in the mirror. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","old",6.73,8.95,6.42,6.69,9.28,7.26,28
"252",63,251,"The man was in his twenties. His skin was smooth and tanned. Even so, he looked old in the mirror. ","PLAUS_CONN","PLAUS_CONN","1","1","1","old",7.38,9.09,5.41,7.46,9.29,5.44,26
"253",64,252,"Marge wanted to dye her hair. The hairdresser did a terrible job. Marge was displeased with her. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","displeased",7.77,7.5,6.78,7.77,7.5,6.78,27
"254",64,253,"Marge wanted to dye her hair. The hairdresser did a nice job. Marge was displeased with her. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","displeased",7.53,7.58,7.1,7.53,7.58,7.1,27
"255",64,254,"Marge wanted to dye her hair. The hairdresser did a terrible job. Even so, Marge was displeased with her. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","displeased",7.4,7.34,7.18,7.36,7.15,6.87,30
